file,station,lon,lat,unit_flag,O2_250_400m_mLL
KB2021605.npy,294,5.096,60.8,outside_box,
KB2021605.npy,295,5.109,60.789,outside_box,
KB2021605.npy,296,5.112,60.792,outside_box,
KB2021605.npy,297,5.115,60.797,outside_box,
KB2021605.npy,298,5.117,60.801,outside_box,
KB2021605.npy,299,5.122,60.806,outside_box,
KB2021605.npy,300,5.123,60.812,outside_box,
KB2021605.npy,301,5.055,60.83,outside_box,
KB2021605.npy,302,5.006,60.836,outside_box,
KB2021605.npy,303,4.96,60.851,outside_box,
KB2021605.npy,304,4.876,60.853,outside_box,
KB2021605.npy,305,4.782,60.849,outside_box,
KB2021605.npy,306,4.691,60.862,outside_box,
KB2021605.npy,307,4.245,60.441,outside_box,
KB2021605.npy,308,4.304,60.277,outside_box,
KB2021605.npy,309,4.551,60.293,outside_box,
KB2021605.npy,310,4.529,60.452,outside_box,
KB2021605.npy,311,4.742,60.459,outside_box,
KB2021605.npy,312,4.647,60.626,outside_box,
KB2021605.npy,313,4.444,60.608,outside_box,
KB2021605.npy,314,4.197,60.612,outside_box,
KB2021605.npy,315,4.129,60.833,outside_box,
KB2021605.npy,316,4.378,60.85,outside_box,
KB2021605.npy,317,4.581,60.856,outside_box,
KB2021605.npy,318,4.861,60.757,outside_box,
KB2021605.npy,319,4.899,60.751,outside_box,
KB2021605.npy,320,4.928,60.744,outside_box,
KB2021605.npy,321,4.95,60.735,outside_box,
KB2021605.npy,322,4.99,60.73,outside_box,
KB2021605.npy,323,5.027,60.732,outside_box,
KB2021605.npy,324,5.053,60.725,outside_box,
KB2021605.npy,325,5.106,60.708,outside_box,
KB2021605.npy,326,5.172,60.685,outside_box,
KB2021605.npy,327,5.217,60.662,outside_box,
KB2021605.npy,328,4.983,60.731,outside_box,
KB2021605.npy,329,4.983,60.731,outside_box,
KB2021605.npy,330,4.983,60.731,outside_box,
KB2021605.npy,331,4.983,60.731,outside_box,
KB2021605.npy,332,4.983,60.731,outside_box,
KB2021605.npy,333,4.983,60.731,outside_box,
KB2021605.npy,334,4.983,60.731,outside_box,
KB2021605.npy,335,4.983,60.731,outside_box,
KB2021605.npy,336,4.983,60.731,outside_box,
KB2021605.npy,337,4.983,60.731,outside_box,
KB2021605.npy,338,4.983,60.731,outside_box,
KB2021605.npy,339,4.983,60.731,outside_box,
KB2021605.npy,340,4.983,60.731,outside_box,
KB2021605.npy,341,4.983,60.731,outside_box,
KB2021605.npy,342,4.983,60.731,outside_box,
KB2021605.npy,343,4.983,60.731,outside_box,
KB2021605.npy,344,4.983,60.731,outside_box,
KB2021605.npy,345,4.983,60.731,outside_box,
KB2021605.npy,346,4.983,60.731,outside_box,
KB2021605.npy,347,4.983,60.731,outside_box,
KB2021605.npy,348,4.983,60.731,outside_box,
KB2021605.npy,349,4.983,60.731,outside_box,
KB2021605.npy,350,4.983,60.731,outside_box,
KB2021605.npy,351,4.983,60.731,outside_box,
KB2021605.npy,352,4.983,60.731,outside_box,
KB2021605.npy,353,4.983,60.731,outside_box,
KB2021605.npy,354,4.983,60.731,outside_box,
KB2021605.npy,355,5.217,60.662,outside_box,
KB2021605.npy,356,5.217,60.662,outside_box,
KB2021605.npy,357,5.217,60.662,outside_box,
KB2021605.npy,358,5.217,60.662,outside_box,
KB2021605.npy,359,5.217,60.662,outside_box,
KB2021605.npy,360,5.217,60.662,outside_box,
KB2021605.npy,361,5.217,60.662,outside_box,
KB2021605.npy,362,5.217,60.662,outside_box,
KB2021605.npy,363,5.217,60.662,outside_box,
KB2021605.npy,364,5.217,60.662,outside_box,
KB2021605.npy,365,5.217,60.662,outside_box,
KB2021605.npy,366,5.217,60.662,outside_box,
KB2021605.npy,367,5.217,60.662,outside_box,
KB2021605.npy,368,5.217,60.662,outside_box,
KB2021605.npy,369,5.217,60.662,outside_box,
KB2021605.npy,370,5.217,60.662,outside_box,
KB2021605.npy,371,5.217,60.662,outside_box,
KB2021605.npy,372,5.217,60.662,outside_box,
KB2021605.npy,373,5.217,60.662,outside_box,
KB2021605.npy,374,5.217,60.662,outside_box,
KB2021605.npy,375,5.217,60.662,outside_box,
KB2021605.npy,376,5.217,60.662,outside_box,
KB2021605.npy,377,5.217,60.662,outside_box,
KB2021605.npy,378,5.217,60.662,outside_box,
KB2021605.npy,379,5.217,60.662,outside_box,
KB2021605.npy,380,5.217,60.662,outside_box,
KB2021605.npy,381,5.217,60.662,outside_box,
KB2021605.npy,382,5.217,60.662,outside_box,
KB2021605.npy,383,5.217,60.662,outside_box,
KB2022602.npy,118,5.061,60.721,outside_box,
KB2022602.npy,119,5.166,60.687,outside_box,
KB2022602.npy,120,5.217,60.662,outside_box,
KB2022602.npy,121,5.172,60.685,outside_box,
KB2022602.npy,122,5.106,60.708,outside_box,
KB2022602.npy,123,5.053,60.726,outside_box,
KB2022602.npy,124,5.026,60.732,outside_box,
KB2022602.npy,125,4.99,60.73,outside_box,
KB2022602.npy,126,4.95,60.735,outside_box,
KB2022602.npy,127,4.69,60.862,outside_box,
KB2022602.npy,128,5.244,60.78,outside_box,
KB2022602.npy,129,5.496,60.898,outside_box,
KB2022602.npy,130,5.509,60.904,outside_box,
KB2022602.npy,131,5.556,60.871,outside_box,
KB2022602.npy,132,5.511,60.867,outside_box,
KB2022602.npy,133,5.494,60.876,outside_box,
KB2022602.npy,134,5.473,60.882,umol/kg_to_mL/L,3.919375447771967
KB2022602.npy,135,5.417,60.873,umol/kg_to_mL/L,3.970576185928223
KB2022602.npy,136,5.368,60.87,umol/kg_to_mL/L,3.9719873117013016
KB2022602.npy,137,5.349,60.851,outside_box,
KB2022602.npy,138,5.348,60.835,outside_box,
KB2022602.npy,139,5.347,60.826,outside_box,
KB2022602.npy,140,5.318,60.804,outside_box,
KB2022602.npy,141,5.284,60.806,outside_box,
KB2022602.npy,142,5.213,60.766,outside_box,
KB2022602.npy,143,5.344,60.824,outside_box,
KB2022602.npy,144,5.377,60.872,umol/kg_to_mL/L,3.9795411817144606
KB2022602.npy,145,5.154,60.789,outside_box,
KB2022602.npy,146,5.042,60.625,outside_box,
KB2022602.npy,147,5.265,60.43,outside_box,
KB2023006004.npy,159,5.266,60.43,outside_box,
KB2023006004.npy,160,4.685,60.861,outside_box,
KB2023006004.npy,161,4.685,60.861,outside_box,
KB2023006004.npy,162,4.685,60.861,outside_box,
KB2023006004.npy,163,5.213,60.765,outside_box,
KB2023006004.npy,164,5.218,60.767,outside_box,
KB2023006004.npy,165,5.236,60.776,outside_box,
KB2023006004.npy,166,5.271,60.79,outside_box,
KB2023006004.npy,167,5.283,60.805,outside_box,
KB2023006004.npy,168,5.295,60.805,outside_box,
KB2023006004.npy,169,5.318,60.805,outside_box,
KB2023006004.npy,170,5.348,60.836,outside_box,
KB2023006004.npy,171,5.347,60.842,outside_box,
KB2023006004.npy,172,5.349,60.851,outside_box,
KB2023006004.npy,173,5.367,60.87,mL/L,3.576965695364239
KB2023006004.npy,174,5.388,60.873,mL/L,3.592363576158941
KB2023006004.npy,175,5.425,60.874,mL/L,3.585539536423841
KB2023006004.npy,176,5.439,60.876,mL/L,3.581978940397351
KB2023006004.npy,177,5.473,60.882,mL/L,3.810636875
KB2023006004.npy,178,5.495,60.875,outside_box,
KB2023006004.npy,179,5.51,60.867,outside_box,
KB2023006004.npy,180,5.553,60.872,outside_box,
KB2023006004.npy,181,5.509,60.904,outside_box,
KB2023006004.npy,182,5.51,60.905,outside_box,
KB2023006004.npy,183,5.417,60.873,mL/L,3.6157013907284776
KB2023006004.npy,184,5.417,60.873,mL/L,3.6165443046357613
KB2023006004.npy,185,5.349,60.827,outside_box,
KB2023006004.npy,186,5.298,60.804,outside_box,
KB2023006004.npy,187,5.436,60.648,outside_box,
KB2023006004.npy,188,5.404,60.662,outside_box,
KB2023006004.npy,189,5.377,60.68,outside_box,
KB2023006004.npy,190,5.349,60.693,outside_box,
KB2023006004.npy,191,5.357,60.7,outside_box,
KB2023006004.npy,192,5.357,60.712,outside_box,
KB2023006004.npy,193,5.362,60.725,outside_box,
KB2023006004.npy,194,5.335,60.733,outside_box,
KB2023006004.npy,195,5.314,60.738,outside_box,
KB2023006004.npy,196,5.278,60.75,outside_box,
KB2023006004.npy,197,5.258,60.753,outside_box,
KB2023006004.npy,198,5.237,60.76,outside_box,
KB2023006004.npy,199,5.131,60.791,outside_box,
KB2023006004.npy,200,5.094,60.801,outside_box,
KB2023006004.npy,201,5.053,60.831,outside_box,
KB2023006004.npy,202,5.005,60.836,outside_box,
KB2023006004.npy,203,5.125,60.812,outside_box,
KB2023006004.npy,204,5.121,60.806,outside_box,
KB2023006004.npy,205,5.116,60.799,outside_box,
KB2023006004.npy,206,5.112,60.793,outside_box,
KB2023006004.npy,207,5.109,60.788,outside_box,
KB2023006004.npy,208,4.958,60.851,outside_box,
KB2023006004.npy,209,4.873,60.853,outside_box,
KB2023006004.npy,210,4.784,60.85,outside_box,
KB2023006004.npy,211,4.989,60.73,outside_box,
KB2023006004.npy,212,5.027,60.732,outside_box,
KB2023006004.npy,213,5.053,60.725,outside_box,
KB2023006004.npy,214,5.106,60.708,outside_box,
KB2023006004.npy,215,5.17,60.685,outside_box,
KB2023006004.npy,216,5.17,60.685,outside_box,
KB2023006004.npy,217,5.217,60.662,outside_box,
KB2023006004.npy,218,4.95,60.736,outside_box,
HB2024009007.npy,0,4.9488,60.73565,outside_box,
HB2024009007.npy,1,5.219716666666667,60.66045,outside_box,
HB2024009007.npy,2,5.1717,60.68528333333333,outside_box,
HB2024009007.npy,3,5.1717,60.68528333333333,outside_box,
HB2024009007.npy,4,5.105433333333333,60.707816666666666,outside_box,
HB2024009007.npy,5,4.988833333333333,60.72955,outside_box,
HB2024009007.npy,6,5.026066666666667,60.7321,outside_box,
HB2024009007.npy,7,5.052466666666667,60.725,outside_box,
HB2024009007.npy,8,5.213766666666666,60.7648,outside_box,
HB2024009007.npy,9,5.546166666666666,60.871433333333336,outside_box,
HB2024009007.npy,10,5.509333333333333,60.86678333333333,outside_box,
HB2024009007.npy,11,5.4938666666666665,60.875766666666664,outside_box,
HB2024009007.npy,12,5.472783333333333,60.8814,umol/kg_to_mL/L,3.6318861817394783
HB2024009007.npy,13,5.438716666666667,60.87566666666667,umol/kg_to_mL/L,3.3281911142317218
HB2024009007.npy,14,5.416666666666667,60.87271666666667,umol/kg_to_mL/L,3.3934687969577593
HB2024009007.npy,15,5.416666666666667,60.87271666666667,umol/kg_to_mL/L,3.3376619246703685
HB2024009007.npy,16,5.415533333333333,60.872766666666664,no_depth,
HB2024009007.npy,17,5.34995,60.851,outside_box,
HB2024009007.npy,18,5.349166666666667,60.83535,outside_box,
HB2024009007.npy,19,5.317166666666667,60.80436666666667,outside_box,
HB2024009007.npy,20,5.295616666666667,60.80515,outside_box,
HB2024009007.npy,21,5.283383333333333,60.8055,outside_box,
HB2024009007.npy,22,5.295516666666667,60.80518333333333,outside_box,
HB2024009007.npy,23,5.36685,60.866616666666665,umol/kg_to_mL/L,3.286265018143889
HB2024009007.npy,24,5.345883333333333,60.82541666666667,outside_box,
HB2024009007.npy,25,5.345883333333333,60.82541666666667,outside_box,
HB2024009007.npy,26,5.2370833333333335,60.77531666666667,outside_box,
HB2024009007.npy,27,5.053333333333334,60.824,outside_box,
HB2024009007.npy,28,5.051733333333333,60.72526666666667,outside_box,
HB2024009007.npy,29,5.0258,60.7323,outside_box,
HB2024009007.npy,30,4.98905,60.729616666666665,outside_box,
HB2025009006.npy,0,5.558666666666666,60.87103333333334,outside_box,
HB2025009006.npy,1,5.558666666666666,60.871,outside_box,
HB2025009006.npy,2,5.472333333333333,60.881283333333336,all_nan,
HB2025009006.npy,3,5.43675,60.875616666666666,umol/kg_to_mL/L,3.0634219417420723
HB2025009006.npy,4,5.555666666666667,60.870916666666666,outside_box,
HB2025009006.npy,5,5.415383333333334,60.87283333333333,umol/kg_to_mL/L,3.065796934557727
HB2025009006.npy,6,5.415383333333334,60.87283333333333,no_depth,
HB2025009006.npy,7,5.350216666666666,60.851216666666666,umol/kg_to_mL/L,3.029763299835284
HB2025009006.npy,8,5.34785,60.84265,outside_box,
HB2025009006.npy,9,5.3171333333333335,60.80421666666667,outside_box,
HB2025009006.npy,10,5.349333333333333,60.835233333333335,outside_box,
HB2025009006.npy,11,5.366416666666667,60.87016666666667,umol/kg_to_mL/L,3.1068299514594973
HB2025009006.npy,12,5.346233333333333,60.82555,outside_box,
HB2025009006.npy,13,5.345716666666667,60.82533333333333,outside_box,
HB2025009006.npy,14,5.295483333333333,60.80521666666667,outside_box,
HB2025009006.npy,15,5.2836,60.80553333333334,outside_box,
HB2025009006.npy,16,5.2369,60.775166666666664,outside_box,
HB2025009006.npy,17,5.213316666666667,60.764966666666666,outside_box,
HB2025009006.npy,18,5.213316666666667,60.764966666666666,outside_box,
HB2025009006.npy,19,5.130516666666667,60.7905,outside_box,
HB2025009006.npy,20,5.054766666666667,60.8302,outside_box,
HB2025009006.npy,21,5.0555,60.83,outside_box,
HB2025009006.npy,22,4.8745666666666665,60.85308333333333,outside_box,
HB2025009006.npy,23,5.217066666666667,60.66205,outside_box,
HB2025009006.npy,24,5.346983333333333,60.55668333333333,outside_box,
HB2026009004.npy,0,5.2519,60.46511666666667,outside_box,
HB2026009004.npy,1,4.8742,60.85375,outside_box,
HB2026009004.npy,2,5.05515,60.83006666666667,outside_box,
HB2026009004.npy,3,,,outside_box,
HB2026009004.npy,4,5.345,60.8254,outside_box,
HB2026009004.npy,5,5.2973333333333334,60.80433333333333,outside_box,
HB2026009004.npy,6,5.5563,60.87146666666666,outside_box,
HB2026009004.npy,7,5.471,60.88133333333333,umol/kg_to_mL/L,4.551828315853156
HB2026009004.npy,8,5.437316666666667,60.875416666666666,umol/kg_to_mL/L,4.709063620528254
HB2026009004.npy,9,5.4145,60.87275,umol/kg_to_mL/L,4.721123259793136
HB2026009004.npy,10,5.4145,60.87275,no_depth,
HB2026009004.npy,11,5.36755,60.86666666666667,umol/kg_to_mL/L,4.711718668182465
HB2026009004.npy,12,5.352083333333334,60.84815,outside_box,
HB2026009004.npy,13,5.347316666666667,60.84295,outside_box,
HB2026009004.npy,14,5.349366666666667,60.83541666666667,outside_box,
HB2026009004.npy,15,5.346033333333334,60.825450000000004,outside_box,
HB2026009004.npy,16,5.317333333333333,60.80445,outside_box,
HB2026009004.npy,17,5.295183333333333,60.805,outside_box,
HB2026009004.npy,18,5.283816666666667,60.80546666666667,outside_box,
HB2026009004.npy,19,5.236983333333334,60.7755,outside_box,
HB2026009004.npy,20,5.2132,60.76495,outside_box,
HB2026009004.npy,21,5.13065,60.790733333333336,outside_box,
HB2026009004.npy,22,5.2171666666666665,60.662,outside_box,
HB2026009004.npy,23,5.172766666666667,60.68516666666667,outside_box,
HB2026009004.npy,24,5.105816666666667,60.70786666666667,outside_box,
HB2026009004.npy,25,5.0524,60.72516666666667,outside_box,
HB2026009004.npy,26,5.025916666666666,60.7323,outside_box,
